58) boot:  0 nvs              WiFi data        01 02 00009000 00006000
I (66) boot:  1 phy_init         RF data          01 01 0000f000 00001000
I (73) boot:  2 factory          factory app      00 00 00010000 00100000
I (81) boot: End of partition table
I (85) esp_image: segment 0: paddr=0x00010020 vaddr=0x3f400020 size=0x23820 (145440) map
I (145) esp_image: segment 1: paddr=0x00033848 vaddr=0x3ffb0000 size=0x03164 ( 12644) load
I (150) esp_image: segment 2: paddr=0x000369b4 vaddr=0x40080000 size=0x00400 (  1024) load
I (152) esp_image: segment 3: paddr=0x00036dbc vaddr=0x40080400 size=0x09254 ( 37460) load
I (176) esp_image: segment 4: paddr=0x00040018 vaddr=0x400d0018 size=0x8cad8 (576216) map
I (378) esp_image: segment 5: paddr=0x000ccaf8 vaddr=0x40089654 size=0x06a4c ( 27212) load
I (399) boot: Loaded app from partition at offset 0x10000
I (399) boot: Disabling RNG early entropy source...
I (400) cpu_start: Pro cpu up.
I (403) cpu_start: Application information:
I (408) cpu_start: Project name:     akkaEsp32
I (413) cpu_start: App version:      v0.3-58-g421e464-dirty
I (420) cpu_start: Compile time:     Aug  1 2019 23:12:22
I (426) cpu_start: ELF file SHA256:  4a85524c328c8d67...
I (432) cpu_start: ESP-IDF:          v4.0-dev-459-gba1ff1692-dirty
I (439) cpu_start: Starting app cpu, entry point is 0x4008106c
I (0) cpu_start: App cpu up.
I (449) heap_init: Initializing. RAM available for dynamic allocation:
I (456) heap_init: At 3FFAE6E0 len 00001920 (6 KiB): DRAM
I (462) heap_init: At 3FFB9AB0 len 00026550 (153 KiB): DRAM
I (468) heap_init: At 3FFE0440 len 00003AE0 (14 KiB): D/IRAM
I (474) heap_init: At 3FFE4350 len 0001BCB0 (111 KiB): D/IRAM
I (481) heap_init: At 400900A0 len 0000FF60 (63 KiB): IRAM
I (487) cpu_start: Pro cpu start user code
I (60) cpu_start: Starting scheduler on PRO CPU.
I (0) cpu_start: Starting scheduler on APP CPU.
  3FFBC7A0 I |       25 | ESP32-14936 |        main.cpp:  79 | Starting Akka on ESP8266 heap : 264508 
  3FFBCF90 I |   178286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   179184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   179196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |   179286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   180184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFC9A50 I |   180194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   180199 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |   180206 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |   180215 | remote |      System.cpp:  16 |  heap:159732 stack:2892 heap free :225072 largest block : 113804 
  3FFBCF90 I |   180286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   181184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   181195 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |   181285 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   182184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   182195 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |   182286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   183184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   183196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/build = "Aug  1 2019 23:12:58"
  3FFBCF90 I |   183287 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   184184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   184196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
  3FFBCF90 I |   184286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   185184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   185194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   185199 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |   185207 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |   185217 | remote |      System.cpp:  16 |  heap:158192 stack:2884 heap free :223532 largest block : 113804 
  3FFBCF90 I |   185226 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |   185286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   186184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   186286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   187184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   187196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |   187286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   188184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   188195 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |   188286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   189184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   189197 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/build = "Aug  1 2019 23:12:58"
  3FFBCF90 I |   189286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   190184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   190194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   190199 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |   190206 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |   190216 | remote |      System.cpp:  16 |  heap:155712 stack:2880 heap free :221052 largest block : 113804 
  3FFBCF90 I |   190224 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
  3FFBCF90 I |   190286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   191184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   191196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |   191287 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   192184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   192286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   193184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   193195 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |   193285 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 354
  3FFBCF90 I |   194184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   194195 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |   194286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   195184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   195194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   195200 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |   195206 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |   195216 | remote |      System.cpp:  16 |  heap:154592 stack:2664 heap free :219932 largest block : 113804 
  3FFBCF90 I |   195225 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/build = "Aug  1 2019 23:12:58"
  3FFBCF90 I |   195286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   196184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   196196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
  3FFBCF90 I |   196286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   197184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   197196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |   197287 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   198184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   198286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   199184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   199196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |   199286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   200184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   200194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   200202 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |   200204 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |   200214 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |   200222 | remote |      System.cpp:  16 |  heap:153908 stack:2892 heap free :219248 largest block : 113804 
  3FFBCF90 I |   200286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   201184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   201196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/build = "Aug  1 2019 23:12:58"
  3FFBCF90 I |   201286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   202184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFC9A50 I |   202196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
  3FFBCF90 I |   202286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   203184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   203196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |   203286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   204184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   204286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   205184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   205194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   205202 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |   205204 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |   205214 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |   205224 | remote |      System.cpp:  16 |  heap:152620 stack:2880 heap free :218024 largest block : 113804 
  3FFBCF90 I |   205287 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   206184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   206195 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |   206286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 351
  3FFBCF90 I |   207184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   207196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/build = "Aug  1 2019 23:12:58"
  3FFBCF90 I |   207286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   208184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   208196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
  3FFBCF90 I |   208286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   209184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   209196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |   209286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   210184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   210194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   210199 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |   210206 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |   210215 | remote |      System.cpp:  16 |  heap:151588 stack:2884 heap free :216928 largest block : 113804 
  3FFBCF90 I |   210286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   211184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFC9A50 I |   211196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |   211286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   212184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   212195 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |   212286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   213184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   213196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/build = "Aug  1 2019 23:12:58"
  3FFBCF90 I |   213286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   214184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   214196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
  3FFBCF90 I |   214286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   215184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   215194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   215200 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |   215206 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |   215216 | remote |      System.cpp:  16 |  heap:150388 stack:2884 heap free :215728 largest block : 113804 
  3FFBCF90 I |   215226 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |   215286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   216184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   216286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   217184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   217195 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |   217286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   218184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   218195 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |   218286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   219184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   219196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/build = "Aug  1 2019 23:12:58"
  3FFC9A50 I |   219287 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   220184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   220194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   220199 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFC9A50 I |   220206 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |   220216 | remote |      System.cpp:  16 |  heap:150364 stack:2664 heap free :215704 largest block : 113804 
  3FFBCF90 I |   220224 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
  3FFBCF90 I |   220286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   221184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   221196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |   221286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   222184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   222286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   223184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   223195 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |   223286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   224184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   224195 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |   224286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   225184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   225194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   225200 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |   225206 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |   225216 | remote |      System.cpp:  16 |  heap:150352 stack:2880 heap free :215692 largest block : 113804 
  3FFBCF90 I |   225224 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/build = "Aug  1 2019 23:12:58"
  3FFBCF90 I |   225286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   226184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   226196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
  3FFBCF90 I |   226286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 351
  3FFBCF90 I |   227184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   227196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |   227286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   228184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFC9A50 I |   228287 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   229184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   229196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |   229286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   230184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   230194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   230202 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |   230204 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |   230214 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |   230222 | remote |      System.cpp:  16 |  heap:150412 stack:2884 heap free :215752 largest block : 113804 
  3FFBCF90 I |   230287 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   231184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   231196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/build = "Aug  1 2019 23:12:58"
  3FFBCF90 I |   231286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   232184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   232196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
  3FFBCF90 I |   232286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   233184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   233196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |   233286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   234184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   234286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   235184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   235194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   235202 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |   235205 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |   235214 | remote |      System.cpp:  16 |  heap:150344 stack:2664 heap free :215684 largest block : 113804 
  3FFBCF90 I |   235224 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |   235286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   236184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   236195 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |   236286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   237184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   237198 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/build = "Aug  1 2019 23:12:58"
  3FFBCF90 I |   237286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 351
  3FFBCF90 I |   238184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   238195 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
  3FFBCF90 I |   238286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   239184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   239196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |   239286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   240184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   240194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   240199 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |   240206 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |   240215 | remote |      System.cpp:  16 |  heap:150384 stack:2892 heap free :215724 largest block : 113804 
  3FFBCF90 I |   240286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFC9A50 I |   241184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   241196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |   241286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   242184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   242195 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |   242286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   243184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
